Transaction_ID,Date,Transaction_Type,Category,Sub_Category,Description,Amount,Payment_Method,Account,Income_Source,Budget
TXN00518,2025-03-20,Expense,Food,Restaurants,Coffee At Cafe,1486.0,UPI,HDFC Bank,Not Applicable,8000.0
TXN00519,2025-09-10,Expense,Food,Restaurants,Food Delivery Order,904.0,Net Banking,HDFC Bank,Not Applicable,8000.0
TXN00520,2025-10-17,Expense,Entertainment,Concerts,Gaming Purchase,1970.0,Bank Transfer,ICICI Bank,Not Applicable,4000.0
TXN00521,2025-04-19,Expense,Travel,Train,Train Ticket,15150.0,Debit Card,HDFC Bank,Not Applicable,15000.0
TXN00522,2025-01-27,Expense,Transportation,Bus,Bus Ticket,689.0,Net Banking,ICICI Bank,Not Applicable,5000.0
TXN00523,2025-07-23,Expense,Transportation,Fuel,Car Service,859.0,Bank Transfer,Cash Wallet,Not Applicable,5000.0
TXN00524,2025-10-13,Expense,Groceries,Dairy & Bakery,Supermarket Bill,4708.0,UPI,SBI,Not Applicable,8000.0
TXN00525,2025-01-26,Expense,Transportation,Metro,Uber Ride,2279.0,Net Banking,HDFC Bank,Not Applicable,5000.0
TXN00526,2025-10-18,Expense,Healthcare,Medicine,Medicine Purchase,4568.0,Credit Card,SBI,Not Applicable,5000.0
TXN00527,2025-03-04,Expense,Education,Books & Materials,College Fees,4242.0,Cash,SBI,Not Applicable,15000.0
TXN00528,2025-04-05,Expense,Entertainment,Concerts,Gaming Purchase,361.0,Net Banking,Axis Bank,Not Applicable,4000.0
TXN00529,2025-08-16,Expense,Bills & Utilities,Internet,Mobile Recharge,1345.0,UPI,SBI,Not Applicable,6000.0
TXN00530,2025-01-19,Expense,Groceries,Vegetables & Fruits,Monthly Grocery,5064.0,Credit Card,ICICI Bank,Not Applicable,8000.0
TXN00531,2025-04-22,Expense,Groceries,Dairy & Bakery,Supermarket Bill,3246.0,Debit Card,HDFC Bank,Not Applicable,8000.0
TXN00532,2025-02-20,Expense,Insurance,Vehicle Insurance,Term Plan Premium,8873.0,Debit Card,Axis Bank,Not Applicable,12000.0
TXN00533,2025-03-20,Expense,Travel,Train,Flight Ticket,21596.0,UPI,Axis Bank,Not Applicable,15000.0
TXN00534,2025-10-10,Expense,Insurance,Life Insurance,Life Insurance Premium,8088.0,Debit Card,Cash Wallet,Not Applicable,12000.0
TXN00535,2025-03-25,Expense,Bills & Utilities,Water,Mobile Recharge,1320.0,Credit Card,HDFC Bank,Not Applicable,6000.0
TXN00536,2025-01-16,Expense,Food,Restaurants,Food Delivery Order,1172.0,Debit Card,ICICI Bank,Not Applicable,8000.0
TXN00537,2025-03-20,Expense,Food,Cafe,Fast Food Lunch,299.0,Cash,HDFC Bank,Not Applicable,8000.0
TXN00538,2025-02-01,Expense,Transportation,Vehicle Maintenance,Bus Ticket,849.0,Cash,SBI,Not Applicable,5000.0
TXN00539,2025-08-16,Expense,Bills & Utilities,Mobile,Internet Bill,1384.0,Net Banking,SBI,Not Applicable,6000.0
TXN00540,2025-12-22,Expense,Rent,Monthly Rent,House Rent,21829.0,Debit Card,Cash Wallet,Not Applicable,20000.0
TXN00541,2025-03-03,Expense,Other,Subscriptions,Miscellaneous Expense,932.0,Debit Card,SBI,Not Applicable,5000.0
TXN00542,2025-09-24,Expense,Transportation,Cab,Cab Ride,2484.0,UPI,Cash Wallet,Not Applicable,5000.0
TXN00543,2025-05-13,Expense,Healthcare,Medicine,Medical Checkup,6922.0,Debit Card,Cash Wallet,Not Applicable,5000.0
TXN00544,2025-01-27,Expense,Transportation,Metro,Uber Ride,2090.0,Credit Card,SBI,Not Applicable,5000.0
TXN00545,2025-09-09,Expense,Bills & Utilities,Electricity,Broadband Bill,4930.0,Bank Transfer,Cash Wallet,Not Applicable,6000.0
TXN00546,2025-03-18,Expense,Groceries,Monthly Grocery,Vegetables & Fruits,2265.0,Cash,ICICI Bank,Not Applicable,8000.0
TXN00547,2025-07-07,Expense,Healthcare,Doctor Visit,Lab Test,5202.0,Debit Card,ICICI Bank,Not Applicable,5000.0
TXN00548,2025-07-05,Expense,Groceries,Monthly Grocery,Vegetables & Fruits,2319.0,Cash,HDFC Bank,Not Applicable,8000.0
TXN00549,2025-08-07,Expense,Transportation,Bus,Car Service,1143.0,UPI,SBI,Not Applicable,5000.0
TXN00550,2025-02-19,Expense,Groceries,Monthly Grocery,Dairy Products,616.0,Bank Transfer,SBI,Not Applicable,8000.0
TXN00551,2025-04-02,Expense,Transportation,Metro,Cab Ride,724.0,Net Banking,HDFC Bank,Not Applicable,5000.0
TXN00552,2025-09-27,Expense,Food,Food Delivery,Food Delivery Order,111.0,UPI,Cash Wallet,Not Applicable,8000.0
TXN00553,2025-12-07,Expense,Food,Cafe,Food Delivery Order,711.0,Net Banking,ICICI Bank,Not Applicable,8000.0
TXN00554,2025-01-05,Expense,Food,Fast Food,Weekend Brunch,1348.0,UPI,HDFC Bank,Not Applicable,8000.0
TXN00555,2025-06-01,Expense,Transportation,Bus,Fuel Top-up,1396.0,Net Banking,HDFC Bank,Not Applicable,5000.0
TXN00556,2025-11-18,Expense,Transportation,Vehicle Maintenance,Cab Ride,1826.0,Credit Card,ICICI Bank,Not Applicable,5000.0
TXN00557,2025-04-15,Expense,Insurance,Term Plan,Life Insurance Premium,5904.0,Bank Transfer,ICICI Bank,Not Applicable,12000.0
TXN00558,2025-06-13,Expense,Shopping,Accessories,Flipkart Order,1029.0,UPI,SBI,Not Applicable,10000.0
TXN00559,2025-11-27,Expense,Travel,Hotel,Flight Ticket,18689.0,Cash,Axis Bank,Not Applicable,15000.0
TXN00560,2025-12-20,Expense,Education,Books & Materials,Certification Fee,20452.0,Credit Card,Axis Bank,Not Applicable,15000.0
TXN00561,2025-08-28,Expense,Food,Food Delivery,Coffee At Cafe,937.0,Net Banking,SBI,Not Applicable,8000.0
TXN00562,2025-09-11,Expense,Food,Food Delivery,Fast Food Lunch,726.0,UPI,ICICI Bank,Not Applicable,8000.0
TXN00563,2025-08-13,Expense,Transportation,Fuel,Car Service,2318.0,Debit Card,SBI,Not Applicable,5000.0
TXN00564,2025-04-14,Expense,Insurance,Vehicle Insurance,Health Insurance Premium,14025.0,Cash,Cash Wallet,Not Applicable,12000.0
TXN00565,2025-11-20,Expense,Food,Food Delivery,Weekend Brunch,1458.0,Credit Card,Cash Wallet,Not Applicable,8000.0
TXN00566,2025-01-13,Expense,Other,Miscellaneous,Donation,327.0,UPI,Cash Wallet,Not Applicable,5000.0
TXN00567,2025-01-22,Expense,Education,Online Course,Certification Fee,11014.0,Cash,ICICI Bank,Not Applicable,15000.0
TXN00568,2025-08-08,Expense,Food,Cafe,Weekend Brunch,187.0,Net Banking,Axis Bank,Not Applicable,8000.0
TXN00569,2025-11-02,Expense,Groceries,Dairy & Bakery,Dairy Products,3304.0,Cash,SBI,Not Applicable,8000.0
TXN00570,2025-10-25,Expense,Other,Miscellaneous,Donation,1170.0,Bank Transfer,HDFC Bank,Not Applicable,5000.0
TXN00571,2025-09-05,Expense,Transportation,Cab,Uber Ride,2359.0,Cash,Axis Bank,Not Applicable,5000.0
TXN00572,2025-05-18,Expense,Transportation,Vehicle Maintenance,Fuel Top-up,977.0,Credit Card,Cash Wallet,Not Applicable,5000.0
TXN00573,2025-05-12,Expense,Transportation,Bus,Cab Ride,2320.0,UPI,SBI,Not Applicable,5000.0
TXN00574,2025-06-05,Expense,Entertainment,Concerts,Spotify Subscription,579.0,Debit Card,HDFC Bank,Not Applicable,4000.0
TXN00575,2025-04-04,Expense,Entertainment,Music,Movie Ticket,353.0,Debit Card,ICICI Bank,Not Applicable,4000.0
TXN00576,2025-06-02,Expense,Groceries,Supermarket,Vegetables & Fruits,2343.0,UPI,Cash Wallet,Not Applicable,8000.0
TXN00577,2025-02-08,Expense,Healthcare,Medicine,Pharmacy Bill,3737.0,Net Banking,Cash Wallet,Not Applicable,5000.0
TXN00578,2025-04-27,Expense,Entertainment,Movies,Netflix Subscription,2673.0,Net Banking,ICICI Bank,Not Applicable,4000.0
TXN00579,2025-12-10,Expense,Food,Fast Food,Restaurant Dinner,1056.0,UPI,HDFC Bank,Not Applicable,8000.0
TXN00580,2025-09-16,Expense,Shopping,Electronics,Amazon Purchase,5572.0,Net Banking,ICICI Bank,Not Applicable,10000.0
TXN00581,2025-02-21,Expense,Healthcare,Medicine,Medicine Purchase,547.0,Net Banking,Axis Bank,Not Applicable,5000.0
TXN00582,2025-04-15,Expense,Shopping,Electronics,New Electronics,1750.0,Debit Card,HDFC Bank,Not Applicable,10000.0
TXN00583,2025-04-05,Expense,Transportation,Metro,Uber Ride,1015.0,Net Banking,Cash Wallet,Not Applicable,5000.0
TXN00584,2025-04-13,Expense,Shopping,Online Shopping,New Electronics,7325.0,UPI,HDFC Bank,Not Applicable,10000.0
TXN00585,2025-09-10,Expense,Rent,Monthly Rent,House Rent,17477.0,Debit Card,Axis Bank,Not Applicable,20000.0
TXN00586,2025-11-23,Expense,Groceries,Supermarket,Supermarket Bill,622.0,Bank Transfer,Cash Wallet,Not Applicable,8000.0
TXN00587,2025-09-17,Expense,Groceries,Dairy & Bakery,Supermarket Bill,4832.0,Credit Card,ICICI Bank,Not Applicable,8000.0
TXN00588,2025-06-28,Expense,Insurance,Vehicle Insurance,Term Plan Premium,2550.0,Bank Transfer,SBI,Not Applicable,12000.0
TXN00589,2025-02-28,Expense,Healthcare,Medicine,Lab Test,2889.0,UPI,HDFC Bank,Not Applicable,5000.0
TXN00590,2025-02-22,Expense,Food,Food Delivery,Restaurant Dinner,1277.0,Debit Card,ICICI Bank,Not Applicable,8000.0
TXN00591,2025-10-25,Expense,Bills & Utilities,Internet,Electricity Bill,2532.0,Bank Transfer,HDFC Bank,Not Applicable,6000.0
TXN00592,2025-09-05,Expense,Food,Restaurants,Weekend Brunch,457.0,Bank Transfer,Axis Bank,Not Applicable,8000.0
TXN00593,2025-07-06,Expense,Food,Cafe,Food Delivery Order,1401.0,Debit Card,Axis Bank,Not Applicable,8000.0
TXN00594,2025-07-30,Expense,Other,Donation,Subscription Fee,1563.0,Credit Card,Axis Bank,Not Applicable,5000.0
TXN00595,2025-11-06,Expense,Bills & Utilities,Water,Electricity Bill,4321.0,Credit Card,Cash Wallet,Not Applicable,6000.0
TXN00596,2025-10-25,Expense,Healthcare,Medicine,Pharmacy Bill,1736.0,Bank Transfer,Axis Bank,Not Applicable,5000.0
TXN00597,2025-02-01,Expense,Food,Fast Food,Coffee At Cafe,364.0,Debit Card,Axis Bank,Not Applicable,8000.0
TXN00598,2025-05-25,Expense,Transportation,Cab,Uber Ride,696.0,Net Banking,ICICI Bank,Not Applicable,5000.0
TXN00599,2025-01-16,Expense,Shopping,Electronics,Flipkart Order,5865.0,Net Banking,Axis Bank,Not Applicable,10000.0
TXN00600,2025-05-21,Expense,Groceries,Vegetables & Fruits,Grocery Shopping,1676.0,Cash,HDFC Bank,Not Applicable,8000.0
TXN00601,2025-08-21,Expense,Shopping,Online Shopping,Accessories Purchase,6188.0,UPI,ICICI Bank,Not Applicable,10000.0
TXN00602,2025-03-18,Expense,Transportation,Fuel,Cab Ride,370.0,Net Banking,SBI,Not Applicable,5000.0
TXN00603,2025-02-24,Expense,Insurance,Term Plan,Health Insurance Premium,11235.0,Cash,ICICI Bank,Not Applicable,12000.0
TXN00604,2025-06-29,Expense,Other,Donation,Gift Purchase,572.0,Debit Card,HDFC Bank,Not Applicable,5000.0
TXN00605,2025-07-11,Expense,Healthcare,Lab Test,Medical Checkup,5021.0,Credit Card,SBI,Not Applicable,5000.0
TXN00606,2025-09-18,Expense,Insurance,Health Insurance,Vehicle Insurance,2514.0,Credit Card,Cash Wallet,Not Applicable,12000.0
TXN00607,2025-01-06,Expense,Transportation,Fuel,Bus Ticket,130.0,Credit Card,SBI,Not Applicable,5000.0
TXN00608,2025-04-01,Expense,Transportation,Metro,Fuel Top-up,994.0,Debit Card,Cash Wallet,Not Applicable,5000.0
TXN00609,2025-10-12,Expense,Shopping,Electronics,Flipkart Order,790.0,UPI,SBI,Not Applicable,10000.0
TXN00610,2025-09-06,Expense,Groceries,Supermarket,Dairy Products,5607.0,Bank Transfer,HDFC Bank,Not Applicable,8000.0
TXN00611,2025-11-25,Expense,Healthcare,Lab Test,Pharmacy Bill,6259.0,Credit Card,HDFC Bank,Not Applicable,5000.0
TXN00612,2025-10-25,Expense,Groceries,Monthly Grocery,Dairy Products,2889.0,Bank Transfer,HDFC Bank,Not Applicable,8000.0
TXN00613,2025-11-03,Expense,Groceries,Monthly Grocery,Monthly Grocery,5611.0,Credit Card,ICICI Bank,Not Applicable,8000.0
TXN00614,2025-07-06,Expense,Other,Miscellaneous,Gift Purchase,370.0,Net Banking,SBI,Not Applicable,5000.0
TXN00615,2025-12-16,Expense,Food,Cafe,Weekend Brunch,1215.0,Net Banking,Cash Wallet,Not Applicable,8000.0
TXN00616,2025-06-01,Expense,Groceries,Dairy & Bakery,Vegetables & Fruits,2018.0,UPI,Cash Wallet,Not Applicable,8000.0
TXN00617,2025-11-26,Expense,Food,Fast Food,Food Delivery Order,457.0,Debit Card,Cash Wallet,Not Applicable,8000.0
TXN00618,2025-05-24,Expense,Bills & Utilities,Internet,Electricity Bill,1571.0,Bank Transfer,Cash Wallet,Not Applicable,6000.0
TXN00619,2025-06-12,Expense,Bills & Utilities,Water,Water Bill,2662.0,Credit Card,HDFC Bank,Not Applicable,6000.0
TXN00620,2025-09-08,Expense,Transportation,Bus,Bus Ticket,422.0,Cash,Axis Bank,Not Applicable,5000.0
TXN00621,2025-05-26,Expense,Healthcare,Medicine,Lab Test,6644.0,Debit Card,Cash Wallet,Not Applicable,5000.0
TXN00622,2025-02-23,Expense,Other,Gifts,Miscellaneous Expense,2906.0,Net Banking,ICICI Bank,Not Applicable,5000.0
TXN00623,2025-11-24,Expense,Food,Food Delivery,Team Lunch,321.0,Cash,SBI,Not Applicable,8000.0
TXN00624,2025-06-15,Expense,Education,Online Course,Online Course Fee,23310.0,Credit Card,Cash Wallet,Not Applicable,15000.0
TXN00625,2025-12-05,Expense,Healthcare,Doctor Visit,Medicine Purchase,753.0,Net Banking,SBI,Not Applicable,5000.0
TXN00626,2025-05-26,Expense,Groceries,Dairy & Bakery,Grocery Shopping,3317.0,UPI,SBI,Not Applicable,8000.0
TXN00627,2025-12-22,Expense,Entertainment,Netflix Subscription,Movie Ticket,2821.0,UPI,SBI,Not Applicable,4000.0
TXN00628,2025-08-09,Expense,Transportation,Vehicle Maintenance,Metro Card Recharge,1490.0,Credit Card,SBI,Not Applicable,5000.0
TXN00629,2025-10-08,Expense,Bills & Utilities,Mobile,Mobile Recharge,790.0,UPI,Axis Bank,Not Applicable,6000.0
TXN00630,2025-10-03,Expense,Bills & Utilities,Water,Internet Bill,2567.0,Bank Transfer,Axis Bank,Not Applicable,6000.0
TXN00631,2025-03-15,Expense,Food,Food Delivery,Team Lunch,1400.0,UPI,Axis Bank,Not Applicable,8000.0
TXN00632,2025-10-25,Expense,Shopping,Online Shopping,Flipkart Order,5703.0,Debit Card,Axis Bank,Not Applicable,10000.0
TXN00633,2025-12-11,Expense,Transportation,Bus,Uber Ride,671.0,Bank Transfer,ICICI Bank,Not Applicable,5000.0
TXN00634,2025-08-30,Expense,Food,Cafe,Food Delivery Order,1008.0,UPI,HDFC Bank,Not Applicable,8000.0
TXN00635,2025-12-12,Expense,Entertainment,Netflix Subscription,Gaming Purchase,2857.0,UPI,Cash Wallet,Not Applicable,4000.0
TXN00636,2025-11-05,Expense,Personal Care,Skincare,Gym Membership,1096.0,UPI,Cash Wallet,Not Applicable,4000.0
TXN00637,2025-09-01,Expense,Healthcare,Medicine,Lab Test,767.0,Credit Card,ICICI Bank,Not Applicable,5000.0
TXN00638,2025-06-24,Expense,Transportation,Metro,Cab Ride,533.0,Debit Card,Axis Bank,Not Applicable,5000.0
TXN00639,2025-11-09,Expense,Entertainment,Netflix Subscription,Movie Ticket,1134.0,Debit Card,Axis Bank,Not Applicable,4000.0
TXN00640,2025-03-09,Expense,Groceries,Dairy & Bakery,Grocery Shopping,3731.0,Debit Card,SBI,Not Applicable,8000.0
TXN00641,2025-07-24,Expense,Healthcare,Medical Consultation,Doctor Consultation,6411.0,Bank Transfer,SBI,Not Applicable,5000.0
TXN00642,2025-10-25,Expense,Bills & Utilities,Electricity,Broadband Bill,4938.0,Net Banking,Cash Wallet,Not Applicable,6000.0
TXN00643,2025-12-11,Expense,Food,Fast Food,Coffee At Cafe,260.0,Cash,Axis Bank,Not Applicable,8000.0
TXN00644,2025-04-08,Expense,Rent,Monthly Rent,House Rent,21405.0,Bank Transfer,Cash Wallet,Not Applicable,20000.0
TXN00645,2025-02-04,Expense,Entertainment,Music,Concert Ticket,2301.0,Cash,Cash Wallet,Not Applicable,4000.0
TXN00646,2025-05-02,Expense,Personal Care,Salon,Haircut At Salon,1757.0,Net Banking,SBI,Not Applicable,4000.0
TXN00647,2025-11-12,Expense,Personal Care,Grooming,Skincare Products,1377.0,UPI,HDFC Bank,Not Applicable,4000.0
TXN00648,2025-07-11,Expense,Shopping,Accessories,Accessories Purchase,2850.0,Net Banking,HDFC Bank,Not Applicable,10000.0
TXN00649,2025-01-21,Expense,Personal Care,Skincare,Grooming Kit,759.0,Credit Card,SBI,Not Applicable,4000.0
TXN00650,2025-02-13,Expense,Other,Miscellaneous,Donation,1871.0,Credit Card,SBI,Not Applicable,5000.0
TXN00651,2025-05-04,Expense,Shopping,Accessories,Amazon Purchase,8878.0,Cash,HDFC Bank,Not Applicable,10000.0
TXN00652,2025-05-06,Expense,Food,Food Delivery,Weekend Brunch,1427.0,Credit Card,Axis Bank,Not Applicable,8000.0
TXN00653,2025-02-19,Expense,Bills & Utilities,Electricity,Mobile Recharge,2350.0,UPI,SBI,Not Applicable,6000.0
TXN00654,2025-06-30,Expense,Healthcare,Lab Test,Lab Test,4906.0,Cash,Cash Wallet,Not Applicable,5000.0
TXN00655,2025-06-24,Expense,Other,Subscriptions,Miscellaneous Expense,1216.0,UPI,HDFC Bank,Not Applicable,5000.0
TXN00656,2025-02-15,Expense,Shopping,Clothing,Flipkart Order,2507.0,UPI,Axis Bank,Not Applicable,10000.0
TXN00657,2025-03-26,Expense,Rent,Monthly Rent,House Rent,12424.0,Bank Transfer,Cash Wallet,Not Applicable,20000.0
TXN00658,2025-08-31,Expense,Bills & Utilities,Electricity,Water Bill,1535.0,UPI,SBI,Not Applicable,6000.0
TXN00659,2025-12-14,Expense,Transportation,Vehicle Maintenance,Petrol Refill,1455.0,Credit Card,ICICI Bank,Not Applicable,5000.0
TXN00660,2025-12-30,Expense,Education,Course Fee,College Fees,20842.0,Debit Card,SBI,Not Applicable,15000.0
TXN00661,2025-07-24,Expense,Bills & Utilities,Electricity,Electricity Bill,4381.0,Net Banking,Cash Wallet,Not Applicable,6000.0
TXN00662,2025-01-15,Expense,Healthcare,Medicine,Medical Checkup,1611.0,UPI,Axis Bank,Not Applicable,5000.0
TXN00663,2025-11-24,Expense,Travel,Flight,Weekend Getaway,29502.0,Credit Card,HDFC Bank,Not Applicable,15000.0
TXN00664,2025-12-13,Expense,Personal Care,Salon,Skincare Products,449.0,Bank Transfer,SBI,Not Applicable,4000.0
TXN00665,2025-04-12,Expense,Food,Restaurants,Food Delivery Order,413.0,Bank Transfer,ICICI Bank,Not Applicable,8000.0
TXN00666,2025-05-27,Expense,Bills & Utilities,Mobile,Internet Bill,2598.0,Net Banking,HDFC Bank,Not Applicable,6000.0
TXN00667,2025-01-10,Expense,Other,Donation,Gift Purchase,2509.0,UPI,Cash Wallet,Not Applicable,5000.0
TXN00668,2025-10-20,Expense,Bills & Utilities,Electricity,Electricity Bill,3427.0,Bank Transfer,Cash Wallet,Not Applicable,6000.0
TXN00669,2025-10-11,Expense,Transportation,Cab,Car Service,948.0,Debit Card,SBI,Not Applicable,5000.0
TXN00670,2025-01-08,Expense,Bills & Utilities,Mobile,Mobile Recharge,1736.0,Credit Card,Axis Bank,Not Applicable,6000.0
TXN00671,2025-09-14,Expense,Shopping,Electronics,Amazon Purchase,10529.0,UPI,SBI,Not Applicable,10000.0
TXN00672,2025-05-31,Expense,Food,Cafe,Coffee At Cafe,1284.0,Net Banking,HDFC Bank,Not Applicable,8000.0
TXN00673,2025-07-19,Expense,Food,Restaurants,Food Delivery Order,147.0,UPI,SBI,Not Applicable,8000.0
TXN00674,2025-03-21,Expense,Other,Subscriptions,Gift Purchase,2269.0,UPI,HDFC Bank,Not Applicable,5000.0
TXN00675,2025-10-25,Expense,Education,College Fees,Online Course Fee,9621.0,Net Banking,ICICI Bank,Not Applicable,15000.0
TXN00676,2025-05-28,Expense,Education,College Fees,College Fees,7183.0,Bank Transfer,SBI,Not Applicable,15000.0
TXN00677,2025-11-03,Expense,Food,Restaurants,Coffee At Cafe,927.0,Cash,SBI,Not Applicable,8000.0
TXN00678,2025-02-24,Expense,Groceries,Monthly Grocery,Dairy Products,4932.0,Bank Transfer,SBI,Not Applicable,8000.0
TXN00679,2025-08-03,Expense,Healthcare,Doctor Visit,Medical Checkup,2839.0,Credit Card,ICICI Bank,Not Applicable,5000.0
TXN00680,2025-04-24,Expense,Entertainment,Music,Spotify Subscription,1338.0,Bank Transfer,HDFC Bank,Not Applicable,4000.0
TXN00681,2025-12-19,Expense,Rent,Monthly Rent,House Rent,13395.0,Debit Card,SBI,Not Applicable,20000.0
TXN00682,2025-07-23,Expense,Healthcare,Doctor Visit,Doctor Consultation,7472.0,Net Banking,HDFC Bank,Not Applicable,5000.0
TXN00683,2025-09-20,Expense,Transportation,Cab,Car Service,287.0,UPI,Cash Wallet,Not Applicable,5000.0
TXN00684,2025-02-01,Expense,Travel,Flight,Flight Ticket,28290.0,Bank Transfer,Axis Bank,Not Applicable,15000.0
TXN00685,2025-09-05,Expense,Groceries,Supermarket,Supermarket Bill,4451.0,Bank Transfer,ICICI Bank,Not Applicable,8000.0
TXN00686,2025-02-06,Expense,Shopping,Online Shopping,Accessories Purchase,11505.0,UPI,ICICI Bank,Not Applicable,10000.0
TXN00687,2025-05-12,Expense,Entertainment,Gaming,Gaming Purchase,2305.0,Debit Card,Cash Wallet,Not Applicable,4000.0
TXN00688,2025-03-23,Expense,Transportation,Fuel,Metro Card Recharge,1372.0,Debit Card,ICICI Bank,Not Applicable,5000.0
TXN00689,2025-01-01,Expense,Healthcare,Doctor Visit,Doctor Consultation,3413.0,Bank Transfer,ICICI Bank,Not Applicable,5000.0
TXN00690,2025-08-02,Expense,Education,Course Fee,Certification Fee,18285.0,Credit Card,Axis Bank,Not Applicable,15000.0
TXN00691,2025-03-29,Expense,Groceries,Monthly Grocery,Monthly Grocery,3456.0,UPI,Axis Bank,Not Applicable,8000.0
TXN00692,2025-07-07,Expense,Food,Restaurants,Fast Food Lunch,829.0,Bank Transfer,Cash Wallet,Not Applicable,8000.0
TXN00693,2025-10-06,Expense,Entertainment,Netflix Subscription,Netflix Subscription,1838.0,Credit Card,SBI,Not Applicable,4000.0
TXN00694,2025-03-07,Expense,Travel,Trip Package,Weekend Getaway,24551.0,Bank Transfer,ICICI Bank,Not Applicable,15000.0
TXN00695,2025-09-17,Expense,Shopping,Accessories,Clothing Shopping,10437.0,UPI,Axis Bank,Not Applicable,10000.0
TXN00696,2025-04-19,Expense,Rent,Monthly Rent,Monthly Rent Payment,12655.0,Debit Card,Axis Bank,Not Applicable,20000.0
TXN00697,2025-05-01,Expense,Transportation,Fuel,Metro Card Recharge,2363.0,Debit Card,SBI,Not Applicable,5000.0
TXN00698,2025-07-30,Expense,Transportation,Bus,Fuel Top-up,879.0,UPI,HDFC Bank,Not Applicable,5000.0
TXN00700,2025-08-28,Expense,Education,College Fees,Tuition Fees,10651.0,Bank Transfer,HDFC Bank,Not Applicable,15000.0
TXN00701,2025-03-13,Expense,Insurance,Health Insurance,Term Plan Premium,8788.0,Bank Transfer,Cash Wallet,Not Applicable,12000.0
TXN00702,2025-07-31,Expense,Transportation,Bus,Car Service,1272.0,Net Banking,HDFC Bank,Not Applicable,5000.0
TXN00703,2025-04-07,Expense,Entertainment,Movies,Concert Ticket,2513.0,Bank Transfer,Axis Bank,Not Applicable,4000.0
TXN00704,2025-04-12,Expense,Food,Fast Food,Food Delivery Order,1411.0,Bank Transfer,HDFC Bank,Not Applicable,8000.0
TXN00705,2025-12-12,Expense,Entertainment,Gaming,Spotify Subscription,1346.0,Debit Card,Cash Wallet,Not Applicable,4000.0
TXN00706,2025-02-06,Expense,Food,Restaurants,Weekend Brunch,1268.0,Credit Card,SBI,Not Applicable,8000.0
TXN00707,2025-05-31,Expense,Transportation,Fuel,Fuel Top-up,577.0,Cash,SBI,Not Applicable,5000.0
TXN00708,2025-06-10,Expense,Healthcare,Doctor Visit,Pharmacy Bill,5121.0,Debit Card,SBI,Not Applicable,5000.0
TXN00709,2025-03-31,Expense,Food,Food Delivery,Team Lunch,1362.0,Bank Transfer,Cash Wallet,Not Applicable,8000.0
TXN00710,2025-10-14,Expense,Entertainment,Music,Gaming Purchase,1972.0,Cash,ICICI Bank,Not Applicable,4000.0
TXN00711,2025-06-27,Expense,Food,Cafe,Restaurant Dinner,912.0,Bank Transfer,HDFC Bank,Not Applicable,8000.0
TXN00712,2025-09-20,Expense,Shopping,Online Shopping,Flipkart Order,6362.0,UPI,SBI,Not Applicable,10000.0
TXN00713,2025-05-22,Expense,Bills & Utilities,Mobile,Mobile Recharge,1474.0,Debit Card,HDFC Bank,Not Applicable,6000.0
TXN00714,2025-11-24,Expense,Shopping,Accessories,Amazon Purchase,2489.0,Bank Transfer,Axis Bank,Not Applicable,10000.0
TXN00715,2025-09-24,Expense,Shopping,Electronics,New Electronics,6242.0,Cash,HDFC Bank,Not Applicable,10000.0
TXN00716,2025-05-02,Expense,Insurance,Vehicle Insurance,Life Insurance Premium,11006.0,Credit Card,Cash Wallet,Not Applicable,12000.0
TXN00717,2025-12-18,Expense,Transportation,Fuel,Metro Card Recharge,126.0,Debit Card,Cash Wallet,Not Applicable,5000.0
TXN00718,2025-11-12,Expense,Entertainment,Concerts,Netflix Subscription,1622.0,Net Banking,Axis Bank,Not Applicable,4000.0
TXN00719,2025-08-04,Expense,Bills & Utilities,Mobile,Mobile Recharge,770.0,UPI,ICICI Bank,Not Applicable,6000.0
TXN00720,2025-01-07,Expense,Other,Donation,Gift Purchase,1717.0,UPI,Axis Bank,Not Applicable,5000.0
TXN00721,2025-08-04,Expense,Groceries,Monthly Grocery,Vegetables & Fruits,3910.0,Cash,SBI,Not Applicable,8000.0
TXN00722,2025-09-10,Expense,Groceries,Dairy & Bakery,Supermarket Bill,5594.0,UPI,SBI,Not Applicable,8000.0
TXN00723,2025-05-14,Expense,Groceries,Supermarket,Vegetables & Fruits,1570.0,UPI,SBI,Not Applicable,8000.0
TXN00724,2025-02-22,Expense,Bills & Utilities,Electricity,Broadband Bill,1080.0,Debit Card,SBI,Not Applicable,6000.0
TXN00725,2025-07-26,Expense,Bills & Utilities,Internet,Broadband Bill,4498.0,Net Banking,Axis Bank,Not Applicable,6000.0
TXN00726,2025-10-20,Expense,Food,Cafe,Weekend Brunch,1377.0,Credit Card,ICICI Bank,Not Applicable,8000.0
TXN00727,2025-04-27,Expense,Bills & Utilities,Electricity,Broadband Bill,4768.0,Bank Transfer,ICICI Bank,Not Applicable,6000.0
TXN00728,2025-06-16,Expense,Entertainment,Gaming,Gaming Purchase,2297.0,Debit Card,ICICI Bank,Not Applicable,4000.0
TXN00729,2025-01-01,Expense,Food,Restaurants,Coffee At Cafe,410.0,Cash,Axis Bank,Not Applicable,8000.0
TXN00730,2025-09-14,Expense,Shopping,Accessories,Flipkart Order,9921.0,Bank Transfer,ICICI Bank,Not Applicable,10000.0
